Gender,Married,Dependents,Education,Employment_Status,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Term_Months,Credit_History,Property_Area,Age,Loan_Status,CIBIL_Score,Annual_Household_Income,Debt_to_Income_Ratio,Purpose_of_Loan,Existing_EMIs,Number_of_Previous_Loans,Default_History_Count,Employment_Length_Years,Asset_Value,Guarantor,Co-signer_Relationship,Monthly_Expense,Organization_Type,Region_Branch,Mobile_Verified,Email_Verified,Loan_to_Annual_Income,Customer_Sentiment,State,Occupation
Male,Yes,0,Graduate,Salaried,37290,12518,6346069,360,0,Urban,47,Rejected,598,597696,0.926,Home,46120,1,0,4,2653011,Yes,Parent,33595,MNC,CHN-007,Yes,Yes,10.618,Neutral,Telangana,Marketing Executive
Male,No,1,Graduate,Self-Employed,78237,0,2215952,240,1,Urban,44,Approved,726,938844,0.299,Business,23377,1,0,3,3274240,No,Sibling,40573,Private,BLR-003,Yes,Yes,2.36,Neutral,Delhi,Customer Support Executive
Female,Yes,0,Graduate,Self-Employed,149266,0,7545292,360,1,Rural,29,Approved,666,1791192,0.0,Home,0,0,0,4,5041923,Yes,Unknown,66834,Government,PUNE-006,Yes,Yes,4.212,Positive,Delhi,Electrician
Male,Yes,0,Not Graduate,Salaried,57893,0,461125,24,1,Semiurban,39,Approved,788,694716,0.0,Education,0,1,0,3,2418472,No,Friend,21461,Startup,PUNE-006,Yes,No,0.664,Negative,Maharashtra,Bank Officer
Male,No,0,Graduate,Self-Employed,90460,31468,1975833,240,1,Urban,36,Approved,657,1463136,0.263,Home,32012,1,0,3,3480287,No,Parent,44498,Private,CHN-007,Yes,Yes,1.35,Neutral,Tamil Nadu,Bank Officer
Female,Yes,1,Graduate,Self-Employed,3000,0,803228,60,1,Rural,22,Rejected,675,36000,8.88,Business,26640,1,0,0,0,No,Parent,2000,MNC,CHN-007,No,Yes,22.312,Positive,West Bengal,Nurse
Female,No,3,Not Graduate,Unemployed,27595,3572,4112244,120,1,Semiurban,21,Rejected,672,374004,1.187,Home,36987,0,0,0,1364091,Yes,Sibling,5268,Government,DEL-001,Yes,Yes,10.995,Negative,Telangana,Chartered Accountant
Female,Yes,0,Graduate,Unemployed,6348,0,6681444,360,1,Rural,23,Rejected,713,76176,4.334,Home,27510,1,0,1,0,No,Spouse,6348,MNC,CHN-007,Yes,Yes,87.711,Neutral,Maharashtra,Customer Support Executive
Male,Yes,2,Graduate,Self-Employed,70367,0,9662481,360,1,Rural,27,Approved,680,844404,0.456,Home,32079,3,0,0,1957704,Yes,Company,32636,Startup,HYD-005,Yes,Yes,11.443,Negative,Maharashtra,Driver
Female,No,0,Not Graduate,Unemployed,13036,3627,1753165,360,1,Semiurban,33,Rejected,616,199956,1.885,Business,31406,1,0,5,501634,No,Unknown,4166,Startup,MUM-002,Yes,Yes,8.768,Neutral,Delhi,Factory Worker
Male,Yes,1,Not Graduate,Salaried,39715,0,3547851,120,1,Rural,36,Approved,734,476580,0.152,Home,6025,0,0,11,1855274,No,Sibling,25374,Public,PUNE-006,Yes,Yes,7.444,Negative,Karnataka,Teacher
Male,No,0,Graduate,Salaried,47474,0,1251789,60,1,Rural,21,Approved,639,569688,0.603,Auto,28633,0,0,0,2131642,No,Company,4739,Government,KOL-004,Yes,No,2.197,Negative,Punjab,Factory Worker
Female,Yes,1,Not Graduate,Unemployed,8343,0,1337870,60,1,Rural,31,Rejected,645,100116,2.742,Auto,22877,2,0,2,416645,No,Parent,2655,MNC,PUNE-006,No,Yes,13.363,Negative,Punjab,Nurse
Female,Yes,2,Graduate,Salaried,25098,0,5406207,300,1,Semiurban,26,Approved,644,301176,0.0,Home,0,2,0,0,637197,No,Friend,8112,Public,BLR-003,Yes,Yes,17.95,Neutral,Uttar Pradesh,Civil Engineer
Female,Yes,0,Not Graduate,Self-Employed,88024,0,2107245,360,1,Urban,28,Approved,606,1056288,0.502,Business,44230,1,0,0,4373888,No,Sibling,40718,MNC,CHN-007,Yes,Yes,1.995,Neutral,Gujarat,Marketing Executive
Female,No,0,Not Graduate,Self-Employed,64266,0,5297379,300,1,Rural,46,Approved,676,771192,0.033,Home,2129,0,0,7,2421046,Yes,Spouse,29410,Private,DEL-001,Yes,Yes,6.869,Neutral,Tamil Nadu,Small Business Owner
Male,Yes,1,Graduate,Self-Employed,18689,0,433272,48,1,Rural,27,Rejected,636,224268,1.527,Auto,28542,0,0,3,1110827,No,Parent,15773,Government,PUNE-006,Yes,Yes,1.932,Neutral,Gujarat,Shopkeeper
Female,No,1,Graduate,Salaried,18715,3615,7823773,300,1,Urban,32,Rejected,704,267960,0.908,Home,20285,0,0,1,706040,No,Spouse,17442,Public,CHN-007,Yes,No,29.198,Positive,Telangana,Teacher
Male,No,3,Graduate,Unemployed,12751,0,1909417,300,1,Semiurban,36,Rejected,733,153012,1.117,Home,14237,1,0,0,1370120,No,Spouse,2000,Government,PUNE-006,Yes,Yes,12.479,Positive,Kerala,Teacher
Male,Yes,2,Not Graduate,Salaried,21744,34022,603278,12,1,Semiurban,39,Approved,672,669192,0.485,Renovation,27042,1,0,1,1386695,No,Unknown,24764,Public,CHN-007,Yes,Yes,0.902,Positive,Kerala,Driver
Male,No,0,Graduate,Salaried,60739,0,386677,24,1,Semiurban,18,Approved,734,728868,0.055,Personal,3328,0,0,1,2803512,No,Parent,27009,MNC,CHN-007,Yes,Yes,0.531,Neutral,Tamil Nadu,Customer Support Executive
Female,Yes,0,Graduate,Unemployed,4891,4430,303506,36,0,Semiurban,34,Approved,597,111852,0.063,Auto,591,1,0,1,0,No,Unknown,7572,Startup,HYD-005,Yes,No,2.713,Negative,Kerala,Teacher
Female,No,0,Graduate,Salaried,63247,7593,1207744,240,0,Urban,49,Approved,552,850080,0.216,Business,15284,2,0,8,2662872,No,Parent,35341,Public,PUNE-006,Yes,Yes,1.421,Negative,Delhi,Bank Officer
Female,Yes,3,Graduate,Salaried,37434,0,172916,48,0,Rural,45,Approved,641,449208,0.179,Auto,6710,0,1,2,1222424,No,Company,11517,Private,DEL-001,Yes,No,0.385,Neutral,Tamil Nadu,IT Consultant
Female,Yes,2,Graduate,Retired,26101,0,332724,24,1,Rural,30,Approved,695,313212,0.0,Education,0,0,0,1,775724,No,Unknown,10052,Public,DEL-001,Yes,Yes,1.062,Positive,Kerala,Shopkeeper
Male,No,3,Graduate,Salaried,26186,0,181219,12,1,Rural,48,Approved,642,314232,0.492,Medical,12875,1,0,4,958233,No,Spouse,3127,Public,MUM-002,Yes,Yes,0.577,Positive,Kerala,IT Consultant
Male,Yes,0,Graduate,Salaried,38286,14288,674466,240,1,Semiurban,37,Approved,683,630888,0.611,Home,32146,0,0,3,2152437,No,Friend,16370,MNC,HYD-005,Yes,Yes,1.069,Positive,Punjab,IT Consultant
Male,Yes,0,Graduate,Self-Employed,3000,0,7782222,360,0,Urban,27,Rejected,564,36000,0.0,Home,0,0,0,0,488652,No,Friend,2000,Startup,MUM-002,Yes,Yes,216.173,Neutral,Punjab,Chartered Accountant
Female,Yes,0,Graduate,Salaried,83264,91286,518900,48,0,Semiurban,26,Approved,522,2094600,0.0,Auto,0,2,0,0,5448797,Yes,Spouse,75889,Public,CHN-007,Yes,Yes,0.248,Negative,West Bengal,IT Consultant
Male,Yes,0,Graduate,Salaried,33075,0,1981191,120,0,Semiurban,38,Approved,568,396900,0.246,Home,8120,2,0,3,1573604,Yes,Spouse,11598,Public,MUM-002,Yes,Yes,4.992,Negative,Gujarat,Teacher
Male,Yes,0,Graduate,Self-Employed,90515,0,5657331,180,0,Urban,42,Rejected,551,1086180,0.183,Home,16542,2,0,7,3787904,Yes,Unknown,32771,MNC,KOL-004,Yes,Yes,5.208,Neutral,Telangana,Teacher
Male,Yes,1,Graduate,Salaried,79125,0,1263218,180,1,Rural,45,Approved,711,949500,0.248,Home,19628,0,0,3,2659722,Yes,Company,36989,Private,KOL-004,Yes,Yes,1.33,Positive,Uttar Pradesh,Small Business Owner
Female,Yes,2,Graduate,Self-Employed,44700,0,3690921,180,1,Rural,18,Approved,654,536400,0.0,Home,0,0,0,0,1773130,No,Sibling,18809,Private,DEL-001,Yes,No,6.881,Neutral,West Bengal,Government Officer
Male,No,1,Graduate,Salaried,69520,0,175079,12,1,Rural,41,Approved,740,834240,0.411,Renovation,28590,1,0,4,2133044,No,Sibling,27675,Government,MUM-002,Yes,Yes,0.21,Positive,Karnataka,Chartered Accountant
Male,Yes,0,Graduate,Self-Employed,82078,113952,4941593,240,1,Semiurban,40,Approved,683,2352360,0.162,Home,31726,2,0,3,6707420,No,Sibling,94025,MNC,DEL-001,No,Yes,2.101,Positive,Maharashtra,Teacher
Male,No,0,Graduate,Salaried,54662,0,263722,36,0,Semiurban,24,Approved,580,655944,0.094,Personal,5112,0,0,0,1124159,No,Parent,32515,Startup,MUM-002,Yes,Yes,0.402,Negative,Uttar Pradesh,Farmer
Male,Yes,0,Graduate,Salaried,29035,0,3489330,300,1,Urban,44,Approved,704,348420,0.0,Home,0,0,0,0,880540,No,Sibling,10494,Government,BLR-003,Yes,Yes,10.015,Positive,Punjab,Customer Support Executive
Male,No,2,Graduate,Self-Employed,45863,69187,1095602,360,1,Semiurban,39,Approved,652,1380600,0.164,Business,18909,0,0,10,4912636,No,Sibling,43875,Public,CHN-007,No,Yes,0.794,Negative,Punjab,Driver
Male,No,0,Graduate,Salaried,82034,0,326328,60,1,Urban,29,Approved,623,984408,0.039,Personal,3208,0,0,5,2914613,No,Friend,42622,Public,KOL-004,No,Yes,0.331,Positive,Delhi,IT Consultant
Male,No,1,Graduate,Salaried,77573,106595,9201199,300,1,Rural,33,Approved,657,2210016,0.142,Home,26084,0,0,0,6227564,Yes,Spouse,80184,MNC,HYD-005,Yes,Yes,4.163,Negative,West Bengal,Chartered Accountant
Male,Yes,0,Graduate,Salaried,53917,0,8070591,180,0,Urban,37,Rejected,662,647004,1.059,Home,57073,0,1,5,1713738,Yes,Spouse,23169,Public,PUNE-006,Yes,Yes,12.474,Neutral,Maharashtra,Nurse
Male,Yes,1,Graduate,Salaried,53275,21935,690038,36,1,Rural,53,Approved,664,902520,0.34,Education,25580,0,0,0,2776625,Yes,Friend,31205,MNC,MUM-002,Yes,Yes,0.765,Negative,Tamil Nadu,Government Officer
Other,Yes,2,Not Graduate,Salaried,25232,0,180515,36,1,Rural,18,Approved,678,302784,1.449,Personal,36558,1,0,0,1049353,No,Spouse,17751,MNC,PUNE-006,Yes,No,0.596,Neutral,Karnataka,Teacher
Male,Yes,0,Not Graduate,Unemployed,3345,0,65224,24,0,Rural,42,Rejected,529,40140,11.316,Personal,37853,1,0,1,0,No,Spouse,3198,Public,CHN-007,Yes,Yes,1.625,Negative,Kerala,Software Engineer
Male,Yes,0,Graduate,Salaried,23065,0,2214884,240,1,Semiurban,47,Approved,635,276780,1.143,Home,26355,1,0,0,524678,Yes,Friend,5932,MNC,BLR-003,Yes,Yes,8.002,Negative,Maharashtra,IT Consultant
Male,No,1,Not Graduate,Salaried,58019,0,5582155,240,1,Rural,28,Approved,609,696228,0.042,Home,2412,0,0,2,3048867,Yes,Spouse,19994,Public,MUM-002,Yes,Yes,8.018,Neutral,Karnataka,Medical Representative
Male,No,0,Graduate,Salaried,10922,14292,498240,48,1,Semiurban,35,Approved,657,302568,0.643,Education,16224,0,0,0,1081536,No,Spouse,6738,MNC,BLR-003,Yes,Yes,1.647,Positive,Karnataka,Shopkeeper
Female,Yes,1,Graduate,Unemployed,17204,0,1297315,180,1,Urban,42,Approved,625,206448,0.012,Business,205,1,0,0,542074,No,Parent,14687,Government,MUM-002,Yes,Yes,6.284,Positive,Telangana,Marketing Executive
Male,Yes,0,Graduate,Self-Employed,31741,0,448837,48,0,Urban,39,Approved,575,380892,0.0,Medical,0,0,0,0,1637795,No,Parent,11348,MNC,CHN-007,Yes,Yes,1.178,Neutral,Punjab,IT Consultant
Male,Yes,1,Graduate,Salaried,29358,17446,4609632,300,1,Urban,39,Approved,704,561648,0.153,Home,7149,3,0,3,2421967,No,Unknown,27719,Private,BLR-003,Yes,Yes,8.207,Negative,Delhi,Farmer
Male,No,1,Graduate,Salaried,37976,0,906927,360,1,Urban,36,Rejected,617,455712,0.561,Business,21294,2,0,1,1533439,No,Spouse,17452,Startup,CHN-007,Yes,Yes,1.99,Negative,Maharashtra,Software Engineer
Male,No,1,Not Graduate,Unemployed,9510,0,3467561,180,0,Semiurban,31,Rejected,468,114120,1.491,Home,14181,1,0,3,0,No,Sibling,9510,MNC,MUM-002,Yes,Yes,30.385,Neutral,Telangana,Delivery Partner
Male,No,1,Not Graduate,Salaried,38163,33289,140612,48,0,Rural,40,Rejected,530,857424,0.951,Personal,67962,0,0,5,2626124,No,Company,34020,Private,DEL-001,Yes,Yes,0.164,Positive,Kerala,Delivery Partner
Female,No,0,Not Graduate,Unemployed,5936,0,3865315,300,0,Semiurban,38,Rejected,593,71232,2.211,Home,13126,3,0,1,232351,Yes,Unknown,2000,Public,MUM-002,Yes,Yes,54.264,Negative,Karnataka,Software Engineer
Male,No,0,Graduate,Salaried,56150,21889,2529882,60,1,Semiurban,46,Approved,605,936468,0.0,Business,0,0,0,0,1923869,No,Parent,37475,Government,KOL-004,Yes,Yes,2.702,Neutral,Uttar Pradesh,Shopkeeper
Male,Yes,0,Graduate,Self-Employed,44672,10878,5958898,360,0,Semiurban,35,Rejected,586,666600,0.445,Home,24700,1,1,0,1908303,No,Spouse,19485,Startup,DEL-001,Yes,Yes,8.939,Neutral,Tamil Nadu,IT Consultant
Male,Yes,1,Graduate,Self-Employed,48502,29774,468504,240,1,Urban,56,Approved,689,939312,0.0,Business,0,1,0,1,3268711,No,Spouse,40524,MNC,HYD-005,Yes,Yes,0.499,Negative,Delhi,Medical Representative
Male,No,0,Graduate,Unemployed,9289,0,536378,12,0,Urban,32,Rejected,553,111468,2.65,Medical,24618,0,0,0,994496,No,Unknown,2000,Public,BLR-003,Yes,Yes,4.812,Negative,Uttar Pradesh,Chartered Accountant
Male,No,2,Graduate,Salaried,5000,0,196263,12,1,Urban,31,Approved,640,60000,0.114,Personal,571,2,0,0,287447,Yes,Sibling,2000,MNC,DEL-001,Yes,Yes,3.271,Positive,Uttar Pradesh,Farmer
Male,Yes,2,Graduate,Salaried,31788,7278,1227711,36,1,Urban,44,Approved,644,468792,0.384,Auto,15014,1,0,1,652939,No,Spouse,17558,Public,DEL-001,Yes,Yes,2.619,Neutral,Uttar Pradesh,Civil Engineer
Female,Yes,2,Not Graduate,Salaried,60452,0,2693644,360,1,Rural,46,Approved,623,725424,0.064,Business,3893,2,0,1,2111241,No,Sibling,23493,Startup,CHN-007,Yes,Yes,3.713,Negative,Maharashtra,Farmer
Male,Yes,0,Graduate,Salaried,89928,0,586757,360,1,Semiurban,48,Approved,715,1079136,0.67,Home,60285,2,0,0,3222187,No,Parent,39955,Startup,MUM-002,Yes,Yes,0.544,Neutral,Tamil Nadu,Delivery Partner
Male,Yes,1,Graduate,Unemployed,13267,13309,580158,36,1,Urban,24,Approved,646,318912,1.441,Auto,38291,0,0,0,1225550,Yes,Parent,14100,Public,HYD-005,Yes,Yes,1.819,Positive,Tamil Nadu,Marketing Executive
Female,No,2,Not Graduate,Self-Employed,58219,55846,1773731,180,1,Urban,38,Approved,670,1368780,0.362,Home,41285,0,0,5,5113977,Yes,Parent,57782,Private,KOL-004,Yes,Yes,1.296,Negative,West Bengal,Medical Representative
Female,No,1,Graduate,Salaried,34349,1205,1590182,120,0,Semiurban,18,Rejected,599,426648,0.351,Business,12462,1,0,2,1555337,No,Sibling,15025,Private,MUM-002,Yes,Yes,3.727,Neutral,Maharashtra,Shopkeeper
Male,No,0,Graduate,Self-Employed,28789,10732,133527,24,1,Semiurban,30,Approved,711,474252,0.735,Personal,29029,1,0,0,930259,Yes,Spouse,18777,MNC,CHN-007,Yes,Yes,0.282,Neutral,Punjab,Factory Worker
Male,No,0,Graduate,Salaried,67404,0,199368,60,1,Urban,30,Approved,747,808848,0.0,Medical,0,2,0,3,2456191,No,Spouse,26594,Startup,MUM-002,Yes,Yes,0.246,Neutral,Telangana,IT Consultant
Male,Yes,0,Graduate,Salaried,56580,0,1084311,240,1,Semiurban,26,Approved,716,678960,0.415,Business,23473,0,0,5,1899791,No,Unknown,25006,MNC,HYD-005,Yes,No,1.597,Positive,Maharashtra,Teacher
Male,No,0,Graduate,Self-Employed,51148,5414,292157,60,1,Urban,35,Approved,669,678744,0.261,Education,14747,0,0,5,1891213,No,Parent,23644,MNC,MUM-002,Yes,Yes,0.43,Negative,Telangana,Software Engineer
Female,Yes,2,Graduate,Unemployed,8522,0,80275,60,1,Semiurban,35,Rejected,722,102264,5.094,Renovation,43410,0,0,3,691917,No,Unknown,3174,Government,PUNE-006,Yes,Yes,0.785,Negative,Kerala,Farmer
Male,Yes,0,Graduate,Self-Employed,74437,0,957628,48,0,Urban,50,Approved,555,893244,0.375,Auto,27883,1,0,1,2300500,No,Friend,28645,Private,BLR-003,Yes,Yes,1.072,Neutral,Tamil Nadu,Marketing Executive
Male,Yes,0,Not Graduate,Salaried,75000,0,470717,48,1,Rural,33,Approved,790,900000,0.49,Auto,36773,1,0,1,2848527,No,Parent,41845,Private,PUNE-006,Yes,No,0.523,Negative,Karnataka,Software Engineer
Male,No,2,Graduate,Salaried,28635,0,139709,240,0,Urban,28,Approved,604,343620,0.0,Business,0,1,2,0,1601674,Yes,Sibling,10674,Private,HYD-005,Yes,Yes,0.407,Positive,Tamil Nadu,Driver
Male,No,0,Graduate,Salaried,18061,7377,371895,36,1,Urban,43,Approved,649,305256,0.262,Personal,6667,1,0,6,1557815,No,Parent,2000,Private,DEL-001,Yes,Yes,1.218,Positive,Gujarat,Electrician
Male,Yes,0,Graduate,Retired,26767,7561,5448068,300,1,Rural,32,Approved,660,411936,0.0,Home,0,0,0,1,1634729,No,Spouse,6150,Public,BLR-003,No,Yes,13.226,Neutral,Telangana,Factory Worker
Female,No,0,Not Graduate,Retired,25371,14447,4557441,240,1,Semiurban,27,Approved,609,477816,0.51,Home,20303,0,0,5,1402263,No,Unknown,17029,MNC,KOL-004,Yes,Yes,9.538,Negative,Kerala,Chartered Accountant
Male,Yes,2,Graduate,Self-Employed,67152,0,1191071,360,1,Rural,36,Approved,701,805824,0.0,Business,0,1,0,3,1632007,No,Friend,40011,Startup,DEL-001,Yes,Yes,1.478,Negative,Delhi,Government Officer
Male,No,0,Graduate,Salaried,16035,0,1760791,240,0,Rural,43,Rejected,504,192420,0.0,Home,0,2,0,3,187713,No,Spouse,8231,MNC,MUM-002,Yes,Yes,9.151,Positive,Delhi,Factory Worker
Female,No,0,Graduate,Salaried,64258,52425,3945464,360,1,Semiurban,37,Approved,606,1400196,0.284,Home,33183,1,0,0,3483825,No,Company,41981,Government,CHN-007,Yes,Yes,2.818,Neutral,Tamil Nadu,Nurse
Female,Yes,0,Not Graduate,Salaried,40747,0,8140024,240,1,Rural,36,Approved,723,488964,0.741,Home,30204,1,0,13,2015218,No,Friend,22109,Private,DEL-001,Yes,Yes,16.647,Negative,West Bengal,Bank Officer
Male,Yes,2,Graduate,Salaried,38720,50295,381143,12,0,Urban,43,Approved,531,1068180,0.125,Personal,11155,1,0,1,3445518,Yes,Parent,32585,Startup,DEL-001,Yes,Yes,0.357,Positive,West Bengal,Customer Support Executive
Female,Yes,1,Graduate,Self-Employed,35625,9904,961374,60,0,Urban,46,Approved,491,546348,0.0,Auto,0,0,0,0,2660078,No,Spouse,24343,Public,HYD-005,Yes,Yes,1.76,Negative,Punjab,Government Officer
Male,Yes,2,Not Graduate,Salaried,119153,0,1768274,120,0,Urban,61,Rejected,384,1429836,0.0,Business,0,2,3,0,4058029,No,Spouse,46657,Startup,BLR-003,Yes,No,1.237,Negative,Gujarat,Government Officer
Female,Yes,0,Graduate,Self-Employed,77648,0,279140,24,1,Rural,33,Approved,640,931776,0.03,Personal,2305,2,0,1,1686154,No,Friend,33244,MNC,PUNE-006,Yes,Yes,0.3,Positive,Telangana,Driver
Female,No,0,Graduate,Salaried,74894,60793,362171,12,0,Semiurban,18,Approved,663,1628244,0.0,Personal,0,0,1,0,5224847,No,Parent,64042,Public,MUM-002,Yes,Yes,0.222,Neutral,Karnataka,Nurse
Male,No,0,Graduate,Salaried,45852,0,712798,36,1,Semiurban,37,Approved,630,550224,0.0,Auto,0,3,0,1,1102471,No,Friend,26106,Public,MUM-002,Yes,Yes,1.295,Positive,Tamil Nadu,IT Consultant
Male,No,2,Graduate,Salaried,82095,0,4856445,120,1,Urban,28,Approved,617,985140,0.1,Home,8233,1,0,2,3296154,Yes,Sibling,40267,Government,PUNE-006,Yes,Yes,4.93,Negative,Kerala,IT Consultant
Female,Yes,0,Graduate,Retired,9539,0,382554,36,1,Rural,33,Rejected,678,114468,1.124,Auto,10718,1,0,7,672285,No,Parent,3944,Government,PUNE-006,Yes,Yes,3.342,Negative,Tamil Nadu,Electrician
Male,No,0,Graduate,Salaried,27179,0,2846643,240,1,Semiurban,45,Approved,651,326148,0.0,Business,0,2,0,6,702953,No,Unknown,17682,Government,DEL-001,No,Yes,8.728,Positive,Delhi,Medical Representative
Male,No,3,Graduate,Self-Employed,3000,0,1632186,240,1,Rural,44,Rejected,679,36000,4.235,Business,12705,0,0,3,0,No,Parent,3000,Startup,MUM-002,Yes,Yes,45.339,Positive,Gujarat,Government Officer
Female,Yes,1,Graduate,Salaried,43892,0,386859,24,0,Urban,35,Approved,572,526704,0.73,Renovation,32049,3,0,11,1281906,No,Unknown,18255,Private,HYD-005,Yes,Yes,0.734,Neutral,Karnataka,Small Business Owner
Female,Yes,0,Graduate,Salaried,52605,0,816302,180,1,Urban,31,Approved,660,631260,0.576,Business,30285,1,0,0,2719504,No,Parent,24162,MNC,PUNE-006,Yes,Yes,1.293,Positive,Telangana,Bank Officer
Female,Yes,3,Graduate,Self-Employed,42488,21530,94480,36,0,Urban,55,Approved,572,768216,0.083,Personal,5282,2,0,0,2947889,Yes,Spouse,22952,Public,MUM-002,Yes,Yes,0.123,Negative,Delhi,Marketing Executive
Female,Yes,2,Graduate,Salaried,65997,0,36822,24,1,Semiurban,42,Approved,721,791964,0.344,Personal,22727,1,0,2,1367222,No,Unknown,15537,Public,PUNE-006,Yes,Yes,0.046,Neutral,Kerala,Driver
Male,No,0,Not Graduate,Salaried,86670,0,673881,36,1,Rural,18,Approved,627,1040040,0.0,Auto,0,1,0,1,2884462,No,Company,41794,Public,BLR-003,Yes,Yes,0.648,Neutral,Tamil Nadu,Marketing Executive
Male,Yes,3,Not Graduate,Salaried,61706,36525,304338,12,1,Semiurban,32,Approved,690,1178772,0.0,Personal,0,1,0,0,4044630,Yes,Unknown,40203,Government,MUM-002,Yes,No,0.258,Negative,Gujarat,Teacher
Female,No,2,Graduate,Salaried,69719,0,5789242,180,1,Urban,35,Approved,669,836628,0.193,Home,13448,1,0,3,1970236,Yes,Unknown,37813,Public,PUNE-006,Yes,No,6.92,Neutral,Telangana,Customer Support Executive
Male,No,0,Graduate,Retired,24431,0,1147638,36,1,Rural,38,Approved,681,293172,0.0,Auto,0,0,0,7,813184,No,Unknown,6929,Private,MUM-002,Yes,Yes,3.915,Neutral,Tamil Nadu,Electrician
Female,Yes,1,Graduate,Self-Employed,56612,67190,5868560,360,1,Rural,36,Approved,665,1485624,0.0,Home,0,0,0,3,5011958,No,Parent,56283,Startup,DEL-001,Yes,Yes,3.95,Neutral,Maharashtra,Shopkeeper
Female,No,0,Graduate,Salaried,67738,0,423550,12,0,Semiurban,47,Approved,538,812856,0.1,Personal,6760,0,0,5,2053887,Yes,Sibling,31225,Government,DEL-001,Yes,Yes,0.521,Neutral,Punjab,Small Business Owner
Male,No,2,Graduate,Salaried,59497,0,1092383,48,0,Urban,18,Approved,599,713964,0.033,Auto,1986,0,0,1,1881594,No,Spouse,29204,Startup,BLR-003,Yes,No,1.53,Positive,Kerala,Customer Support Executive
Male,Yes,0,Not Graduate,Salaried,20634,0,7202542,360,1,Semiurban,34,Approved,820,247608,0.0,Home,0,2,0,1,441840,No,Sibling,4995,Startup,MUM-002,Yes,No,29.088,Negative,Karnataka,Medical Representative
Male,No,1,Graduate,Salaried,56031,0,712952,36,1,Rural,21,Approved,783,672372,0.208,Auto,11674,3,0,0,2477775,No,Spouse,30103,Startup,KOL-004,Yes,Yes,1.06,Neutral,Kerala,Small Business Owner
Male,Yes,0,Not Graduate,Self-Employed,41652,0,144316,60,1,Urban,39,Approved,822,499824,0.927,Education,38631,0,0,0,1824383,No,Friend,14813,MNC,KOL-004,No,Yes,0.289,Negative,Maharashtra,Shopkeeper
Male,Yes,1,Graduate,Salaried,58117,10481,219505,12,1,Rural,34,Rejected,730,823176,0.272,Medical,18690,0,0,2,1970707,No,Spouse,30857,Government,PUNE-006,Yes,Yes,0.267,Negative,Telangana,Customer Support Executive
Female,Yes,0,Not Graduate,Salaried,49289,14357,621904,36,0,Rural,25,Approved,574,763752,0.0,Medical,0,0,0,2,2164178,No,Unknown,23807,Private,MUM-002,Yes,Yes,0.814,Neutral,Uttar Pradesh,Software Engineer
Male,No,0,Graduate,Salaried,40668,0,5146217,300,1,Urban,25,Approved,680,488016,0.0,Home,0,0,0,0,1424019,No,Parent,26323,Public,MUM-002,Yes,Yes,10.545,Neutral,Delhi,Driver
Male,No,2,Graduate,Salaried,37447,7380,729007,36,1,Rural,22,Approved,644,537924,0.734,Personal,32893,1,0,11,1707888,No,Sibling,25085,Public,DEL-001,Yes,Yes,1.355,Neutral,Maharashtra,Farmer
Female,No,1,Not Graduate,Salaried,51030,59403,76001,12,0,Rural,33,Approved,584,1325196,0.104,Personal,11527,1,0,3,4493530,No,Parent,49932,MNC,BLR-003,Yes,Yes,0.057,Negative,Punjab,Delivery Partner
Male,Yes,1,Graduate,Salaried,53622,0,456192,24,1,Urban,20,Approved,828,643464,0.352,Education,18851,1,0,0,1872990,No,Spouse,26963,Private,DEL-001,Yes,Yes,0.709,Negative,Gujarat,Software Engineer
Male,Yes,0,Graduate,Self-Employed,41934,0,765766,180,1,Urban,38,Approved,663,503208,0.29,Business,12169,3,0,7,1253742,No,Sibling,19646,Startup,DEL-001,Yes,Yes,1.522,Negative,Delhi,Electrician
Male,No,1,Graduate,Salaried,55126,49366,916417,60,1,Rural,35,Approved,698,1253904,0.527,Auto,55084,2,0,3,3304108,No,Company,48298,MNC,CHN-007,Yes,Yes,0.731,Neutral,Karnataka,Medical Representative
Male,Yes,0,Graduate,Self-Employed,68466,0,756218,60,1,Rural,29,Approved,670,821592,0.368,Auto,25179,1,0,1,2934766,No,Spouse,28861,Public,KOL-004,Yes,Yes,0.92,Negative,Telangana,Driver
Male,Yes,0,Not Graduate,Salaried,71067,0,414353,24,0,Semiurban,42,Rejected,586,852804,0.0,Personal,0,1,0,9,3319485,No,Company,27047,Startup,BLR-003,Yes,Yes,0.486,Neutral,Kerala,Delivery Partner
Male,Yes,1,Not Graduate,Retired,3000,0,2882679,300,1,Semiurban,38,Rejected,643,36000,1.668,Home,5005,0,0,3,0,No,Unknown,2000,Public,BLR-003,Yes,No,80.074,Neutral,Uttar Pradesh,Driver
